text,label
The driver is unresponsive while travelling. I cannot control the vehicle,emergency
Sleepiness is affecting my focus in heavy traffic. I feel sleepy while driving,drowsy
I am emotionally disturbed for the past few minutes. Driving is making me anxious,stress
I am not fully focused since morning. I am unable to concentrate properly,distraction
I am unable to concentrate properly during driving. I am unable to concentrate properly,distraction
I feel pressure while driving right now,stress
I am driving comfortably at the moment,normal
Noise outside is distracting me in heavy traffic,distraction
I might fall asleep soon right now,drowsy
I might fall asleep soon during driving. I feel drowsy right now,drowsy
My body feels exhausted on this highway. My concentration is decreasing,fatigue
My concentration is decreasing during driving,fatigue
I feel nervous right now on this highway,stress
I feel mentally drained since morning. I feel mentally drained,fatigue
I am overwhelmed while driving right now,stress
Critical situation on the road while travelling,emergency
Traffic conditions are manageable for the past few minutes,normal
I need emergency assistance immediately on this highway,emergency
My body feels exhausted on this highway,fatigue
The vehicle crashed suddenly during driving,emergency
I cannot keep my eyes open while travelling,drowsy
I might fall asleep soon while travelling. I feel like sleeping immediately,drowsy
I might fall asleep soon for the past few minutes,drowsy
I feel nervous right now while travelling,stress
Critical situation on the road during night travel,emergency
My concentration is decreasing during night travel,fatigue
Sleepiness is affecting my focus during night travel. I cannot keep my eyes open,drowsy
I am overwhelmed while driving in heavy traffic,stress
Sleepiness is affecting my focus during driving,drowsy
Driving is making me anxious during night travel,stress
Critical situation on the road at the moment,emergency
Driving for long hours is tiring in heavy traffic,fatigue
I am starting to feel tired at the moment. I think I need some rest,fatigue
Yawning continuously while driving right now. I feel sleepy while driving,drowsy
Long driving is making me tired since morning. I feel weak while driving,fatigue
Yawning continuously while driving on this highway. I might fall asleep soon,drowsy
I am struggling to pay attention at the moment. I missed the signal accidentally,distraction
My attention keeps shifting since morning,distraction
I feel like sleeping immediately in heavy traffic. Yawning continuously while driving,drowsy
I lost focus for a moment at the moment,distraction
The vehicle crashed suddenly in heavy traffic,emergency
I feel mentally drained during driving,fatigue
I missed the signal accidentally since morning,distraction
Please send help quickly for the past few minutes,emergency
I am not fully focused right now,distraction
I cannot keep my eyes open during driving. I am barely staying awake,drowsy
Traffic conditions are manageable in heavy traffic,normal
I feel weak while driving,fatigue
I feel alert and active at the moment,normal
I think I need some rest in heavy traffic,fatigue
The vehicle crashed suddenly right now,emergency
I am fully focused while driving during driving,normal
My body feels exhausted while travelling,fatigue
I feel confident while driving in heavy traffic. Everything feels normal on the road,normal
This situation is mentally exhausting,stress
I feel sleepy while driving since morning. My eyes are becoming heavy,drowsy
Critical situation on the road during night travel. The vehicle crashed suddenly,emergency
I am emotionally disturbed since morning,stress
I feel drowsy right now during driving,drowsy
I feel nervous right now on this highway,stress
I think I need some rest while travelling,fatigue
I feel stressed in this traffic,stress
Something distracted me while driving while travelling,distraction
I feel like sleeping immediately at the moment,drowsy
My attention keeps shifting during night travel. I am not fully focused,distraction
I feel mentally drained at the moment,fatigue
The drive is going smoothly,normal
I should probably stop for a break since morning,fatigue
Please send help quickly at the moment,emergency
Driving is making me anxious on this highway. I am panicking while driving,stress
My concentration is decreasing during driving,fatigue
Something distracted me while driving in heavy traffic,distraction
I got distracted by my phone since morning,distraction
I need emergency assistance immediately right now,emergency
I am maintaining good concentration for the past few minutes,normal
My eyes are becoming heavy for the past few minutes,drowsy
This road condition is stressful during night travel,stress
Driving is making me anxious on this highway,stress
My concentration is decreasing right now,fatigue
Critical situation on the road on this highway. There has been an accident,emergency
I am barely staying awake for the past few minutes,drowsy
I feel nervous right now during driving,stress
Critical situation on the road during driving,emergency
I should probably stop for a break since morning. Driving for long hours is tiring,fatigue
I am overwhelmed while driving since morning,stress
This situation is mentally exhausting at the moment,stress
This road condition is stressful on this highway. Heavy traffic is increasing my stress,stress
I might fall asleep soon right now,drowsy
Heavy traffic is increasing my stress during driving,stress
Heavy traffic is increasing my stress on this highway,stress
Long driving is making me tired while travelling. I am losing energy slowly,fatigue
My body feels exhausted during night travel,fatigue
Critical situation on the road for the past few minutes. Emergency support is required,emergency
I am driving comfortably in heavy traffic. I am driving comfortably,normal
My attention keeps shifting right now,distraction
I am emotionally disturbed right now. I feel pressure while driving,stress
I am emotionally disturbed,stress
I feel alert and active on this highway. No issues while driving currently,normal
The driver is unresponsive since morning. Critical situation on the road,emergency
I feel sleepy while driving at the moment. Yawning continuously while driving,drowsy
I cannot keep my eyes open at the moment. I cannot keep my eyes open,drowsy
I am not fully focused during driving. I am struggling to pay attention,distraction
I think I need some rest for the past few minutes,fatigue
I might fall asleep soon while travelling,drowsy
Call emergency services now during driving,emergency
I am fully focused while driving while travelling. I feel confident while driving,normal
The drive is going smoothly at the moment,normal
There has been an accident for the past few minutes. Immediate medical help is needed,emergency
I cannot control the vehicle for the past few minutes,emergency
I think I need some rest since morning,fatigue
I am struggling to stay awake at the moment,drowsy
I feel nervous right now since morning. This road condition is stressful,stress
Traffic conditions are manageable for the past few minutes. I feel alert and active,normal
I feel nervous right now right now,stress
I am overwhelmed while driving since morning,stress
I am losing energy slowly right now,fatigue
I got distracted by my phone while travelling. I am unable to concentrate properly,distraction
The driver is unresponsive at the moment. Critical situation on the road,emergency
I am panicking while driving while travelling,stress
I am emotionally disturbed right now,stress
I should probably stop for a break in heavy traffic. My body feels exhausted,fatigue
Please send help quickly while travelling,emergency
The driver is unresponsive on this highway,emergency
This road condition is stressful since morning,stress
My concentration is decreasing during night travel. I feel weak while driving,fatigue
Yawning continuously while driving for the past few minutes,drowsy
Driving is making me anxious,stress
Sleepiness is affecting my focus in heavy traffic,drowsy
I should probably stop for a break since morning. I think I need some rest,fatigue
I am losing energy slowly at the moment,fatigue
Driving for long hours is tiring at the moment. I am losing energy slowly,fatigue
I am panicking while driving since morning,stress
I lost focus for a moment in heavy traffic. Something distracted me while driving,distraction
I feel pressure while driving right now,stress
I cannot keep my eyes open right now,drowsy
No issues while driving currently since morning,normal
This situation is mentally exhausting right now. Heavy traffic is increasing my stress,stress
I am overwhelmed while driving,stress
My eyes are becoming heavy since morning,drowsy
Emergency support is required in heavy traffic,emergency
I might fall asleep soon,drowsy
Traffic conditions are manageable at the moment,normal
